Employee_ID,Emp_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1417,Eva Johnson,25,Cloud Tech,California,Inactive,11-07-2021,86669.78906,eva.johnson.emp1417@example.com,3666144941,Excellent,1
EMP1418,Bob Garcia,40,Finance,Illinois,Inactive,23-04-2020,84972.70313,bob.garcia.emp1418@example.com,9659234267,Poor,1
EMP1419,Frank Miller,30,HR,Texas,Pending,12-10-2023,100594.4922,frank.miller.emp1419@example.com,3441497825,Average,0
EMP1420,Alice Johnson,25,Cloud Tech,New York,Active,24-08-2022,75478.35156,alice.johnson.emp1420@example.com,6128758574,Excellent,0
EMP1421,Charlie Johnson,25,Sales,Nevada,Pending,04-09-2023,79355.85156,charlie.johnson.emp1421@example.com,6766708060,Good,0
EMP1422,Grace Miller,35,HR,Texas,Pending,02-02-2022,58358.07031,grace.miller.emp1422@example.com,2943985297,Poor,1
EMP1423,Alice Williams,30,Admin,Illinois,Active,01-04-2022,54824.85156,alice.williams.emp1423@example.com,9406260786,Average,0
EMP1424,Eva Garcia,35,HR,Texas,Pending,24-07-2022,50557.83984,eva.garcia.emp1424@example.com,NULL,Average,1
EMP1425,Eva Jones,32,Admin,Florida,Inactive,26-04-2023,118030.0391,eva.jones.emp1425@example.com,7501980381,Excellent,1
EMP1426,David Smith,32,Admin,New York,Active,19-04-2022,51673.71875,david.smith.emp1426@example.com,8723244078,Poor,0
EMP1427,Alice Brown,35,Cloud Tech,Nevada,Inactive,04-10-2024,101665.7891,alice.brown.emp1427@example.com,3110291812,Poor,1
EMP1428,David Smith,32,Admin,Florida,Inactive,02-05-2020,118079.1484,david.smith.emp1428@example.com,3170876013,Good,1
EMP1429,Eva Brown,25,Cloud Tech,New York,Pending,25-04-2022,99059.28125,eva.brown.emp1429@example.com,6723849790,Poor,0
EMP1430,Bob Smith,32,Cloud Tech,Illinois,Active,29-07-2023,107397.3984,bob.smith.emp1430@example.com,6202232882,Poor,0
EMP1431,Alice Miller,40,DevOps,New York,Active,20-08-2021,68269.36719,alice.miller.emp1431@example.com,7744197545,Excellent,0
EMP1432,Grace Jones,35,HR,Florida,Inactive,23-04-2021,55228.12109,grace.jones.emp1432@example.com,6176620470,Poor,1
EMP1433,Bob Garcia,30,Cloud Tech,New York,Inactive,12-08-2022,71982.32813,bob.garcia.emp1433@example.com,9609409704,Average,0
EMP1434,Frank Brown,30,Finance,California,Inactive,26-06-2021,109673.75,frank.brown.emp1434@example.com,2774025882,Excellent,0
EMP1435,Eva Garcia,32,Cloud Tech,New York,Inactive,30-10-2020,56384.89844,eva.garcia.emp1435@example.com,5868122594,Excellent,1
EMP1436,Frank Garcia,40,Sales,Texas,Pending,04-09-2021,68211.67969,frank.garcia.emp1436@example.com,7244617678,Good,0
EMP1437,Alice Garcia,40,Finance,Illinois,Pending,31-01-2023,67489.67969,alice.garcia.emp1437@example.com,2988425994,Poor,0
EMP1438,Charlie Davis,25,Cloud Tech,Texas,Active,24-09-2020,63869.30859,charlie.davis.emp1438@example.com,9961002310,Good,0
EMP1439,Bob Williams,32,Sales,California,Active,14-02-2020,119801.2969,bob.williams.emp1439@example.com,7753312660,Average,1
EMP1440,Heidi Smith,30,Cloud Tech,California,Active,28-03-2020,115959.6484,heidi.smith.emp1440@example.com,NULL,Excellent,1
EMP1441,Grace Garcia,40,Finance,Texas,Inactive,31-10-2023,79866.47656,grace.garcia.emp1441@example.com,2517629832,Excellent,1
EMP1442,Charlie Smith,35,HR,Florida,Active,11-03-2020,92987.46094,charlie.smith.emp1442@example.com,4774332682,Excellent,1
EMP1443,Eva Garcia,40,Finance,Illinois,Inactive,04-05-2020,56140.51172,eva.garcia.emp1443@example.com,1901302055,Average,0
EMP1444,Grace Brown,30,DevOps,Illinois,Active,15-07-2023,119586.1094,grace.brown.emp1444@example.com,9815287338,Average,1
EMP1445,Alice Williams,40,DevOps,California,Inactive,20-01-2023,104700.4609,alice.williams.emp1445@example.com,7855982175,Good,1
EMP1446,Frank Williams,40,HR,New York,Active,15-10-2021,91798.14063,frank.williams.emp1446@example.com,6191284116,Good,0
EMP1447,Eva Miller,25,Finance,Illinois,Inactive,19-04-2024,90879.21875,eva.miller.emp1447@example.com,3098503445,Good,0
EMP1448,Charlie Davis,25,Admin,Nevada,Active,29-06-2021,87358.27344,charlie.davis.emp1448@example.com,5124189388,Poor,0
EMP1449,Alice Miller,30,Sales,Florida,Inactive,14-09-2024,119407.9297,alice.miller.emp1449@example.com,8469081973,Excellent,1
EMP1450,David Miller,32,HR,Nevada,Pending,04-01-2022,113978.6016,david.miller.emp1450@example.com,NULL,Excellent,1
EMP1451,Frank Miller,32,Sales,New York,Pending,20-01-2021,108568.7813,frank.miller.emp1451@example.com,8503719904,Good,1
EMP1452,Heidi Miller,32,HR,New York,Inactive,18-03-2020,56318.01953,heidi.miller.emp1452@example.com,1699187239,Excellent,0
EMP1453,David Miller,25,Sales,Florida,Active,10-11-2021,114252.7266,david.miller.emp1453@example.com,1078356742,Good,0
EMP1454,Charlie Jones,35,DevOps,New York,Inactive,01-05-2020,51533.89844,charlie.jones.emp1454@example.com,NULL,Poor,1
EMP1455,Charlie Williams,25,Sales,California,Active,04-02-2022,99317.65625,charlie.williams.emp1455@example.com,NULL,Poor,0
EMP1456,Bob Miller,35,HR,California,Active,18-11-2020,101264.6406,bob.miller.emp1456@example.com,1955356032,Average,0
EMP1457,Heidi Garcia,35,Admin,Nevada,Pending,21-11-2023,112272.0234,heidi.garcia.emp1457@example.com,1903689002,Poor,0
EMP1458,Frank Williams,30,DevOps,Illinois,Active,13-02-2022,71477.63281,frank.williams.emp1458@example.com,NULL,Good,1
EMP1459,Charlie Williams,30,DevOps,Texas,Pending,19-03-2023,77412.10156,charlie.williams.emp1459@example.com,9342967110,Poor,0
EMP1460,Alice Johnson,30,Sales,California,Pending,28-03-2021,94775.27344,alice.johnson.emp1460@example.com,4837537457,Average,0
EMP1461,Heidi Jones,30,HR,Nevada,Active,02-05-2021,74276.71094,heidi.jones.emp1461@example.com,4384588104,Excellent,1
EMP1462,Bob Miller,35,Finance,Texas,Inactive,05-03-2021,67467.85938,bob.miller.emp1462@example.com,6974132833,Good,1
EMP1463,Eva Smith,25,DevOps,Texas,Active,01-03-2022,80675.40625,eva.smith.emp1463@example.com,8315203770,Excellent,0
EMP1464,Charlie Brown,40,Finance,Florida,Inactive,23-01-2023,76274.32813,charlie.brown.emp1464@example.com,NULL,Average,0
EMP1465,David Davis,30,Finance,Texas,Active,26-08-2021,51405.46094,david.davis.emp1465@example.com,4967066702,Average,1
EMP1466,Bob Garcia,25,HR,New York,Inactive,25-11-2020,101238.9609,bob.garcia.emp1466@example.com,3626804084,Average,1
EMP1467,Bob Smith,35,Sales,Illinois,Inactive,13-12-2023,52169.51953,bob.smith.emp1467@example.com,NULL,Excellent,0
EMP1468,Charlie Jones,32,Finance,New York,Active,26-07-2020,73176.61719,charlie.jones.emp1468@example.com,6018648768,Excellent,0
EMP1469,Grace Brown,32,DevOps,Nevada,Pending,27-06-2021,96241.85156,grace.brown.emp1469@example.com,9842673203,Excellent,0
EMP1470,Bob Jones,25,Finance,Illinois,Pending,16-09-2024,84366.38281,bob.jones.emp1470@example.com,4138459608,Excellent,0
EMP1471,Alice Garcia,40,Cloud Tech,California,Pending,04-07-2023,92015.09375,alice.garcia.emp1471@example.com,4544901494,Average,1
EMP1472,Alice Williams,30,Admin,Nevada,Inactive,16-06-2020,83149.95313,alice.williams.emp1472@example.com,4277070704,Average,0
EMP1473,Grace Brown,40,Finance,Nevada,Inactive,05-07-2020,94930.64844,grace.brown.emp1473@example.com,7836091497,Good,0
EMP1474,Frank Williams,40,HR,New York,Inactive,01-04-2020,68430.71875,frank.williams.emp1474@example.com,5172444722,Good,1
EMP1475,David Garcia,35,Sales,Texas,Active,20-03-2024,98752.96875,david.garcia.emp1475@example.com,2290310286,Excellent,0
EMP1476,Frank Smith,32,Finance,Illinois,Active,07-02-2023,54268.85938,frank.smith.emp1476@example.com,9508304404,Poor,1
EMP1477,Grace Garcia,32,DevOps,Florida,Pending,10-12-2024,66494.9375,grace.garcia.emp1477@example.com,8093511870,Poor,0
EMP1478,Grace Smith,25,Sales,Illinois,Pending,27-06-2024,90003.97656,grace.smith.emp1478@example.com,8133595615,Average,0
EMP1479,Charlie Brown,25,Finance,New York,Active,09-03-2021,106592.25,charlie.brown.emp1479@example.com,4205955656,Average,1
EMP1480,Grace Brown,25,DevOps,Florida,Active,11-08-2024,93905.82813,grace.brown.emp1480@example.com,4902504289,Average,1
EMP1481,Eva Miller,35,DevOps,Texas,Active,05-03-2022,88945.49219,eva.miller.emp1481@example.com,1935889535,Good,0
EMP1482,Eva Jones,32,Finance,Texas,Pending,30-06-2023,91130.32813,eva.jones.emp1482@example.com,9026113988,Good,0
EMP1483,Bob Miller,40,Admin,New York,Pending,19-04-2023,90787.39844,bob.miller.emp1483@example.com,8681809787,Average,0
EMP1484,Bob Jones,25,Sales,Texas,Inactive,11-11-2024,87494.34375,bob.jones.emp1484@example.com,7543943534,Average,1
EMP1485,Grace Miller,35,Finance,Nevada,Inactive,17-03-2023,92627.35156,grace.miller.emp1485@example.com,3751376514,Average,0
EMP1486,Eva Williams,40,Admin,Illinois,Pending,26-10-2023,98556.28906,eva.williams.emp1486@example.com,8815793762,Poor,1
EMP1487,Frank Brown,30,Cloud Tech,Nevada,Inactive,04-07-2021,112792.2031,frank.brown.emp1487@example.com,9283692943,Good,1
EMP1488,Eva Smith,35,HR,Florida,Pending,03-11-2023,56875.21875,eva.smith.emp1488@example.com,5511668296,Poor,0
EMP1489,Charlie Jones,35,DevOps,Florida,Inactive,05-07-2021,101015.9609,charlie.jones.emp1489@example.com,3270216486,Poor,1
EMP1490,Bob Garcia,30,Finance,New York,Inactive,26-02-2024,83912.21875,bob.garcia.emp1490@example.com,1206021287,Average,0
EMP1491,Frank Jones,25,Sales,New York,Active,29-09-2021,99669.85938,frank.jones.emp1491@example.com,6652683414,Average,0
EMP1492,Alice Smith,30,Admin,New York,Active,25-05-2021,52314.96875,alice.smith.emp1492@example.com,5999101575,Excellent,0
EMP1493,Frank Miller,30,HR,California,Inactive,31-10-2022,77785.96094,frank.miller.emp1493@example.com,7647229811,Excellent,0
EMP1494,Alice Jones,30,HR,Florida,Pending,02-07-2022,62430.85938,alice.jones.emp1494@example.com,NULL,Poor,0
EMP1495,Frank Davis,35,Admin,California,Pending,28-08-2024,98219.53906,frank.davis.emp1495@example.com,9413475097,Good,1
EMP1496,Grace Williams,25,Admin,Illinois,Active,21-10-2024,65494.57813,grace.williams.emp1496@example.com,8986456521,Average,1
EMP1497,David Brown,35,DevOps,Florida,Pending,11-02-2020,110524.1016,david.brown.emp1497@example.com,NULL,Average,0
EMP1498,Alice Smith,40,Admin,Nevada,Active,16-05-2023,106060.5391,alice.smith.emp1498@example.com,4214477323,Poor,0
EMP1499,Eva Brown,35,Finance,Florida,Inactive,29-07-2022,67639.90625,eva.brown.emp1499@example.com,4913421387,Excellent,1
EMP1500,Grace Davis,32,Cloud Tech,Texas,Pending,18-09-2023,117653.9766,grace.davis.emp1500@example.com,2090883069,Good,1
EMP1501,Eva Jones,35,DevOps,Texas,Inactive,10-05-2020,73539.85938,eva.jones.emp1501@example.com,5349678273,Excellent,1
EMP1502,Frank Jones,35,HR,Nevada,Pending,27-08-2023,70915.38281,frank.jones.emp1502@example.com,1176741240,Excellent,1
EMP1503,David Garcia,25,Sales,Florida,Pending,16-10-2021,97652.89844,david.garcia.emp1503@example.com,5131528546,Excellent,0
EMP1504,Heidi Davis,35,HR,Florida,Inactive,06-03-2022,101571.25,heidi.davis.emp1504@example.com,8150618537,Excellent,0
EMP1505,David Smith,35,DevOps,Nevada,Active,06-11-2023,87424.46094,david.smith.emp1505@example.com,NULL,Average,1
EMP1506,Frank Garcia,32,HR,New York,Pending,30-11-2024,89077.35938,frank.garcia.emp1506@example.com,2727423182,Average,0
EMP1507,Heidi Williams,30,DevOps,California,Pending,13-07-2024,89132.21875,heidi.williams.emp1507@example.com,NULL,Excellent,1
EMP1508,Frank Garcia,25,Admin,California,Active,04-03-2024,111000.2578,frank.garcia.emp1508@example.com,4969357823,Good,0
EMP1509,Frank Johnson,35,HR,Illinois,Inactive,07-08-2022,109584.9688,frank.johnson.emp1509@example.com,3477695873,Poor,1
EMP1510,Bob Smith,40,Admin,Illinois,Active,11-11-2024,97648.84375,bob.smith.emp1510@example.com,1314675360,Good,0
EMP1511,Grace Johnson,25,Admin,New York,Active,02-12-2021,78643.42969,grace.johnson.emp1511@example.com,2751562778,Good,1
EMP1512,Heidi Davis,30,HR,Nevada,Active,14-05-2024,55656.80078,heidi.davis.emp1512@example.com,6304483607,Good,1
EMP1513,Charlie Miller,35,DevOps,Texas,Active,14-07-2022,69146.95313,charlie.miller.emp1513@example.com,5456676639,Excellent,0
EMP1514,Charlie Johnson,32,Admin,Florida,Active,22-09-2020,93013.57813,charlie.johnson.emp1514@example.com,4735047638,Average,1
EMP1515,Grace Williams,40,Finance,Florida,Active,18-03-2020,87364.78125,grace.williams.emp1515@example.com,2831995297,Good,0
EMP1516,Alice Garcia,35,Sales,New York,Active,17-10-2023,50288.67188,alice.garcia.emp1516@example.com,NULL,Excellent,0
EMP1517,David Miller,35,HR,New York,Active,24-02-2022,85233.54688,david.miller.emp1517@example.com,3583286341,Good,1
EMP1518,Bob Garcia,25,HR,California,Inactive,30-01-2024,86420.1875,bob.garcia.emp1518@example.com,5563830007,Good,0
EMP1519,Grace Johnson,30,HR,Florida,Inactive,16-03-2024,63189.82031,grace.johnson.emp1519@example.com,1867024402,Excellent,0
EMP1520,Grace Garcia,25,Admin,New York,Pending,25-09-2020,64783.32031,grace.garcia.emp1520@example.com,3041662410,Average,0
EMP1521,Charlie Davis,25,HR,Nevada,Pending,10-06-2024,52615.44141,charlie.davis.emp1521@example.com,1860089218,Average,0
EMP1522,Eva Miller,32,Sales,Texas,Pending,08-04-2020,96337.89063,eva.miller.emp1522@example.com,6394568043,Poor,0
EMP1523,Alice Davis,25,DevOps,Texas,Inactive,28-06-2022,76617.75781,alice.davis.emp1523@example.com,7314976460,Excellent,1
EMP1524,Heidi Johnson,30,Admin,Nevada,Pending,14-07-2023,50651.32031,heidi.johnson.emp1524@example.com,3684748835,Poor,0
EMP1525,Bob Davis,32,HR,Illinois,Pending,06-12-2023,59601.44922,bob.davis.emp1525@example.com,NULL,Poor,0
EMP1526,Bob Williams,32,DevOps,Illinois,Active,01-08-2021,57980.87891,bob.williams.emp1526@example.com,6375791451,Poor,0
EMP1527,David Johnson,32,Admin,California,Pending,17-02-2021,75054.53125,david.johnson.emp1527@example.com,1182379311,Average,0
EMP1528,Charlie Johnson,25,Sales,Florida,Active,10-11-2023,115318.7031,charlie.johnson.emp1528@example.com,6978930745,Excellent,0
EMP1529,Alice Johnson,25,DevOps,Texas,Active,06-09-2024,90190.6875,alice.johnson.emp1529@example.com,4520599603,Poor,1
EMP1530,Bob Smith,32,Cloud Tech,Nevada,Pending,26-07-2020,113334.5625,bob.smith.emp1530@example.com,3878753576,Excellent,0
EMP1531,Heidi Garcia,35,HR,Florida,Active,23-07-2020,106922.4922,heidi.garcia.emp1531@example.com,8811616201,Excellent,1
EMP1532,Eva Smith,35,DevOps,California,Inactive,21-02-2024,58113.07031,eva.smith.emp1532@example.com,8123710671,Average,1
EMP1533,Alice Smith,25,Admin,Nevada,Pending,15-12-2020,73006.25781,alice.smith.emp1533@example.com,8728660415,Poor,1
EMP1534,Eva Williams,25,HR,California,Active,21-08-2020,78054.42969,eva.williams.emp1534@example.com,4485959223,Poor,1
EMP1535,Eva Miller,40,DevOps,Florida,Inactive,21-08-2023,112028.6719,eva.miller.emp1535@example.com,8395894772,Excellent,0
EMP1536,Charlie Garcia,25,Admin,Texas,Inactive,24-04-2023,83787.24219,charlie.garcia.emp1536@example.com,5228705621,Good,1
EMP1537,Heidi Davis,30,Sales,Florida,Inactive,06-06-2023,52017.14063,heidi.davis.emp1537@example.com,7104331874,Average,1
EMP1538,Charlie Jones,40,Finance,Texas,Inactive,21-06-2022,53218.05859,charlie.jones.emp1538@example.com,1097921582,Average,0
EMP1539,Frank Johnson,25,DevOps,Nevada,Pending,20-04-2024,102053.6719,frank.johnson.emp1539@example.com,5034469458,Average,0
EMP1540,David Davis,35,Sales,Illinois,Pending,05-12-2023,93276.72656,david.davis.emp1540@example.com,6488319212,Average,0
EMP1541,David Johnson,40,HR,Nevada,Pending,06-08-2023,76941.35938,david.johnson.emp1541@example.com,4249128964,Poor,1
EMP1542,Alice Williams,25,DevOps,New York,Pending,04-10-2024,82850.22656,alice.williams.emp1542@example.com,9994973202,Poor,0
EMP1543,Charlie Johnson,25,Finance,California,Active,08-11-2021,117910.1484,charlie.johnson.emp1543@example.com,3192227050,Good,0
EMP1544,David Smith,32,DevOps,Florida,Inactive,31-07-2024,66450,david.smith.emp1544@example.com,NULL,Average,1
EMP1545,Heidi Garcia,25,Finance,Florida,Inactive,31-08-2020,118646.9531,heidi.garcia.emp1545@example.com,3866675484,Average,0
EMP1546,Alice Jones,25,Finance,Florida,Active,15-02-2023,88436.92188,alice.jones.emp1546@example.com,8193242686,Excellent,0
EMP1547,Eva Brown,32,Sales,New York,Pending,07-10-2023,81934.54688,eva.brown.emp1547@example.com,7418652056,Poor,0
EMP1548,Alice Johnson,30,Finance,California,Pending,20-04-2024,93383.0625,alice.johnson.emp1548@example.com,5639836519,Average,0
EMP1549,Frank Davis,40,Cloud Tech,Texas,Pending,30-03-2021,50153.78906,frank.davis.emp1549@example.com,3758309450,Good,1
EMP1550,Eva Smith,32,Sales,California,Pending,05-08-2020,53204.46875,eva.smith.emp1550@example.com,5480940475,Good,0
EMP1551,Charlie Brown,40,Cloud Tech,California,Pending,05-02-2021,63128.03906,charlie.brown.emp1551@example.com,NULL,Poor,0
EMP1552,Grace Jones,30,Finance,New York,Pending,23-11-2021,57543.60156,grace.jones.emp1552@example.com,2781050921,Good,1
EMP1553,Bob Brown,40,Finance,Nevada,Pending,29-10-2022,59424.51953,bob.brown.emp1553@example.com,2161070517,Good,0
EMP1554,Alice Smith,32,Finance,Illinois,Inactive,07-11-2022,104675.7031,alice.smith.emp1554@example.com,4390552957,Poor,1
EMP1555,Charlie Garcia,30,Cloud Tech,Florida,Pending,14-05-2023,92431.25,charlie.garcia.emp1555@example.com,NULL,Average,0
EMP1556,Grace Garcia,40,Sales,Nevada,Active,14-07-2021,77850.89844,grace.garcia.emp1556@example.com,2704938619,Average,1
EMP1557,Eva Miller,40,Admin,New York,Inactive,18-05-2023,99001,eva.miller.emp1557@example.com,4485157918,Good,1
EMP1558,Eva Garcia,32,HR,Nevada,Pending,07-02-2023,94280.82813,eva.garcia.emp1558@example.com,7111212589,Good,1
EMP1559,Eva Miller,35,DevOps,New York,Pending,24-08-2023,118262.5625,eva.miller.emp1559@example.com,2035713431,Average,1
EMP1560,Frank Brown,25,HR,Illinois,Inactive,08-04-2023,89944.67188,frank.brown.emp1560@example.com,4064242955,Poor,0
EMP1561,Grace Williams,32,HR,Florida,Active,06-12-2022,57452.92969,grace.williams.emp1561@example.com,3343244740,Good,1
EMP1562,Alice Davis,25,Admin,California,Active,09-08-2021,97837.32031,alice.davis.emp1562@example.com,7595587208,Excellent,0
EMP1563,Alice Davis,35,Admin,Illinois,Active,04-01-2022,106981.8438,alice.davis.emp1563@example.com,6289365434,Poor,1
EMP1564,David Brown,32,Finance,New York,Pending,25-05-2024,105778.3594,david.brown.emp1564@example.com,8841834373,Good,1
EMP1565,Alice Johnson,40,Finance,Florida,Pending,02-10-2021,117608.3203,alice.johnson.emp1565@example.com,NULL,Good,1
EMP1566,Eva Johnson,30,Sales,Florida,Active,21-07-2023,99324.03125,eva.johnson.emp1566@example.com,9690515025,Excellent,0
EMP1567,David Garcia,30,HR,Florida,Active,30-10-2023,55212.82813,david.garcia.emp1567@example.com,7551254277,Excellent,1
EMP1568,Bob Davis,40,Cloud Tech,Florida,Inactive,13-02-2023,68496.77344,bob.davis.emp1568@example.com,2079799666,Average,0
EMP1569,Eva Davis,25,HR,Florida,Pending,13-11-2020,52795.83984,eva.davis.emp1569@example.com,3459576402,Poor,0
EMP1570,Alice Miller,32,DevOps,California,Inactive,05-06-2024,90087.39063,alice.miller.emp1570@example.com,8166496901,Poor,0
EMP1571,Frank Williams,32,Admin,New York,Pending,19-05-2020,105038.0781,frank.williams.emp1571@example.com,8249839224,Average,0
EMP1572,Grace Smith,25,HR,New York,Active,20-09-2023,73231.85156,grace.smith.emp1572@example.com,NULL,Poor,0
EMP1573,David Johnson,32,Sales,Florida,Pending,13-08-2024,102649.3594,david.johnson.emp1573@example.com,2324412335,Poor,0
EMP1574,Bob Davis,35,Finance,New York,Pending,10-06-2023,114302.5078,bob.davis.emp1574@example.com,1328507250,Poor,0
EMP1575,Alice Miller,35,Finance,Texas,Inactive,09-06-2021,87816.60938,alice.miller.emp1575@example.com,7863767315,Poor,0
EMP1576,Frank Jones,32,Sales,Florida,Inactive,30-03-2020,70750.38281,frank.jones.emp1576@example.com,2526546967,Poor,0
EMP1577,Frank Miller,32,Cloud Tech,Texas,Active,02-05-2024,85155.56,frank.miller.emp1577@example.com,1579039234,Excellent,1
EMP1578,Bob Johnson,30,DevOps,Nevada,Active,06-11-2024,97978.35938,bob.johnson.emp1578@example.com,5580996131,Poor,1
EMP1579,David Johnson,32,DevOps,Nevada,Inactive,17-08-2023,107172.7969,david.johnson.emp1579@example.com,7303461561,Excellent,1
EMP1580,Charlie Miller,25,Finance,Nevada,Inactive,18-03-2020,56126.46094,charlie.miller.emp1580@example.com,6244670461,Poor,1
EMP1581,Eva Smith,32,Cloud Tech,Illinois,Active,13-06-2021,78534.28906,eva.smith.emp1581@example.com,2681715159,Average,1
EMP1582,Grace Brown,40,HR,Texas,Inactive,10-10-2023,85155.56,grace.brown.emp1582@example.com,2529867075,Good,0
EMP1583,Bob Johnson,32,Cloud Tech,Nevada,Active,02-01-2022,114963.3438,bob.johnson.emp1583@example.com,6046419784,Excellent,0
EMP1584,Eva Miller,32,Cloud Tech,California,Inactive,20-02-2022,77657.92969,eva.miller.emp1584@example.com,7585126860,Poor,0
EMP1585,Heidi Davis,30,Sales,New York,Active,09-03-2024,77369.47656,heidi.davis.emp1585@example.com,2059438975,Average,0
EMP1586,Eva Miller,30,HR,Nevada,Pending,19-08-2023,76119.14063,eva.miller.emp1586@example.com,NULL,Good,0
EMP1587,Charlie Williams,25,Cloud Tech,Texas,Pending,06-05-2023,77585.71875,charlie.williams.emp1587@example.com,5465408423,Excellent,0
EMP1588,Bob Brown,35,Admin,Nevada,Pending,26-01-2024,74069.61719,bob.brown.emp1588@example.com,5607540914,Good,0
EMP1589,Charlie Jones,30,Admin,New York,Pending,05-09-2024,67691.92188,charlie.jones.emp1589@example.com,NULL,Average,1
EMP1590,Alice Smith,32,Finance,Nevada,Pending,29-05-2020,70345.6875,alice.smith.emp1590@example.com,7645793896,Excellent,1
EMP1591,Bob Garcia,30,DevOps,Illinois,Inactive,08-11-2021,74999.6875,bob.garcia.emp1591@example.com,NULL,Good,1
EMP1592,David Jones,25,HR,Illinois,Active,31-01-2021,72245.02344,david.jones.emp1592@example.com,1546602415,Poor,1
EMP1593,Eva Brown,32,Admin,Illinois,Pending,16-01-2022,106538.9766,eva.brown.emp1593@example.com,1394498829,Excellent,0
EMP1594,Charlie Brown,25,HR,New York,Active,29-12-2023,101787.1406,charlie.brown.emp1594@example.com,5973642479,Good,0
EMP1595,Frank Brown,30,DevOps,Nevada,Inactive,02-12-2024,83596.78125,frank.brown.emp1595@example.com,9624406305,Average,0
EMP1596,Eva Jones,40,Sales,Texas,Active,15-08-2023,92463.9375,eva.jones.emp1596@example.com,2447951329,Average,1
EMP1597,Charlie Davis,32,Admin,California,Pending,20-12-2024,93863.32031,charlie.davis.emp1597@example.com,5319497968,Excellent,0
EMP1598,Alice Brown,32,DevOps,Texas,Pending,31-03-2023,78359.40625,alice.brown.emp1598@example.com,5867805554,Good,0
EMP1599,Alice Miller,32,HR,Illinois,Pending,24-08-2022,95773.57031,alice.miller.emp1599@example.com,7277382645,Excellent,0
EMP1600,Grace Jones,30,Sales,Nevada,Inactive,01-10-2020,82529.07813,grace.jones.emp1600@example.com,NULL,Excellent,1
EMP1601,Grace Garcia,35,Sales,Texas,Pending,04-05-2021,109358.7266,grace.garcia.emp1601@example.com,4457702991,Good,0
EMP1602,Charlie Brown,32,Admin,Florida,Active,01-01-2021,89645.00781,charlie.brown.emp1602@example.com,9596604872,Good,1
EMP1603,Charlie Miller,40,HR,Texas,Active,08-04-2024,84134.95313,charlie.miller.emp1603@example.com,6826911632,Poor,1
EMP1604,Frank Davis,30,Cloud Tech,Nevada,Active,26-11-2022,113540.8281,frank.davis.emp1604@example.com,1942268652,Good,1
EMP1605,Heidi Williams,40,Cloud Tech,Texas,Pending,25-10-2021,57225.75,heidi.williams.emp1605@example.com,6945515887,Average,1
EMP1606,Eva Davis,35,Sales,Illinois,Pending,22-12-2020,76366.17188,eva.davis.emp1606@example.com,6367747225,Excellent,0
EMP1607,Bob Garcia,32,HR,Florida,Active,23-11-2022,78408.95313,bob.garcia.emp1607@example.com,4085721695,Excellent,1
EMP1608,Frank Brown,40,Finance,Illinois,Active,24-10-2022,111742.3984,frank.brown.emp1608@example.com,6630932997,Average,1
EMP1609,David Garcia,25,Sales,Nevada,Inactive,09-03-2021,60516.82813,david.garcia.emp1609@example.com,1996059328,Good,0
EMP1610,Bob Jones,30,Finance,California,Pending,20-08-2020,83706.17188,bob.jones.emp1610@example.com,7150968831,Average,0
EMP1611,David Johnson,32,Admin,Nevada,Inactive,15-02-2020,67056.92188,david.johnson.emp1611@example.com,7532735240,Average,1
EMP1612,Charlie Brown,30,DevOps,Illinois,Active,29-12-2024,90058.85156,charlie.brown.emp1612@example.com,NULL,Poor,0
EMP1613,Eva Johnson,30,Sales,Florida,Pending,28-02-2023,94633.59375,eva.johnson.emp1613@example.com,7819523709,Average,1
EMP1614,Eva Miller,25,Admin,Florida,Pending,23-08-2022,110711.1719,eva.miller.emp1614@example.com,NULL,Excellent,1
EMP1615,Grace Williams,32,Admin,Illinois,Active,30-06-2023,96175.40625,grace.williams.emp1615@example.com,9807704604,Average,1
EMP1616,Frank Smith,40,Sales,Illinois,Active,15-04-2021,76474.78906,frank.smith.emp1616@example.com,6876112490,Excellent,1
EMP1617,Alice Garcia,30,Sales,Illinois,Pending,09-05-2022,107855.9922,alice.garcia.emp1617@example.com,2565237340,Excellent,0
EMP1618,Charlie Davis,40,Sales,Illinois,Active,02-12-2024,104870.7813,charlie.davis.emp1618@example.com,5177345474,Excellent,1
EMP1619,Bob Williams,25,Finance,Nevada,Active,20-05-2023,85155.56,bob.williams.emp1619@example.com,7494902283,Good,0
EMP1620,Grace Brown,32,Finance,California,Active,29-11-2023,87087.15625,grace.brown.emp1620@example.com,NULL,Poor,0
EMP1621,Heidi Johnson,40,HR,Illinois,Pending,08-04-2024,108603.3438,heidi.johnson.emp1621@example.com,7742229463,Excellent,0
EMP1622,Grace Davis,30,HR,Florida,Active,25-10-2024,55867.23047,grace.davis.emp1622@example.com,3039429044,Excellent,0
EMP1623,Grace Johnson,35,Admin,Texas,Pending,02-03-2024,105259.5703,grace.johnson.emp1623@example.com,8867925297,Good,1
EMP1624,Bob Jones,32,Cloud Tech,Florida,Pending,24-02-2021,98143.67188,bob.jones.emp1624@example.com,5856728726,Excellent,0
EMP1625,Frank Johnson,25,Admin,Florida,Pending,13-04-2023,67754.28906,frank.johnson.emp1625@example.com,6015343323,Average,1
